City,State,Temperature_F_grouped,Visibility mi group,Weather Conditions,Distance mi,Duration min,Hour of Accident,Severity
Martinez,CA,51-60,6-10,Cloudy,0.03,128,15,2
Los Angeles,CA,51-60,6-10,Cloudy,0.08,135,22,2
Hayward,CA,51-60,6-10,Cloudy,0.83,136,12,2
Los Angeles,CA,51-60,6-10,Cloudy,1.03,147,9,2
Compton,CA,51-60,6-10,Cloudy,0.02,165,20,2
Compton,CA,51-60,6-10,Cloudy,0.02,202,20,2
Orange,CA,51-60,6-10,Cloudy,0.21,129,18,2
Turlock,CA,51-60,6-10,Cloudy,0.33,130,16,2
Baldwin Park,CA,51-60,6-10,Cloudy,0.02,131,10,2
National City,CA,51-60,6-10,Cloudy,0.03,135,12,2
Orange,CA,51-60,6-10,Cloudy,0.21,185,18,2
Fremont,CA,51-60,6-10,Cloudy,1.24,357,13,2
Newhall,CA,51-60,6-10,Cloudy,0.04,128,16,2
Sacramento,CA,51-60,6-10,Cloudy,0.03,128,19,2
San Jose,CA,51-60,6-10,Cloudy,0.04,130,14,2
Alhambra,CA,51-60,6-10,Cloudy,0.09,132,14,2
San Diego,CA,51-60,6-10,Cloudy,0.24,133,12,2
San Diego,CA,51-60,6-10,Cloudy,0.24,135,12,2
San Diego,CA,51-60,6-10,Cloudy,0.24,162,12,2
Moreno Valley,CA,51-60,6-10,Cloudy,3.88,319,10,2
Long Beach,CA,61-70,6-10,Cloudy,0.5,21,10,2
Cerritos,CA,61-70,6-10,Cloudy,2.12,43,10,2
Long Beach,CA,61-70,6-10,Cloudy,0.95,152,11,2
Pala,CA,61-70,6-10,Cloudy,0.57,194,14,2
Garden Grove,CA,61-70,6-10,Cloudy,0.03,125,13,2
Cerritos,CA,61-70,6-10,Cloudy,0.05,129,11,2
Tracy,CA,61-70,6-10,Cloudy,0.03,131,16,2
San Diego,CA,61-70,6-10,Cloudy,0.8,135,15,2
Los Angeles,CA,61-70,6-10,Cloudy,5.68,230,15,2
Los Angeles,CA,61-70,6-10,Cloudy,0.01,131,14,2
Bakersfield,CA,61-70,6-10,Cloudy,0.29,131,15,2
Bakersfield,CA,61-70,6-10,Cloudy,0.89,136,15,2
Arcadia,CA,61-70,6-10,Cloudy,0.64,160,16,2
Arcadia,CA,61-70,6-10,Cloudy,0.81,168,16,2
National City,CA,61-70,6-10,Cloudy,0.02,146,11,2
Hesperia,CA,61-70,6-10,Cloudy,8.3,348,14,2
Hesperia,CA,61-70,6-10,Cloudy,10.55,348,14,2
Alta,CA,31-40,6-10,Cloudy,0.16,129,15,2
Jurupa Valley,CA,41-50,6-10,Cloudy,0.53,21,7,2
Walnut Creek,CA,41-50,6-10,Cloudy,0.01,132,23,2
San Francisco,CA,41-50,6-10,Cloudy,0.81,132,7,2
Berkeley,CA,41-50,6-10,Cloudy,1.74,141,7,2
Sacramento,CA,41-50,6-10,Cloudy,1.74,41,7,2
Oakland,CA,41-50,6-10,Cloudy,0.01,139,23,2
Sacramento,CA,41-50,6-10,Cloudy,0.15,127,9,2
San Francisco,CA,41-50,6-10,Cloudy,1.11,141,22,2
Richmond,CA,41-50,6-10,Cloudy,0.84,34,2,2
Palo Alto,CA,41-50,6-10,Cloudy,0.11,126,10,2
Rancho Cordova,CA,41-50,6-10,Cloudy,0.97,129,9,2
Palo Alto,CA,41-50,6-10,Cloudy,0.21,132,10,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,130,20,2
Escondido,CA,51-60,6-10,Cloudy,0.02,133,7,2
San Francisco,CA,51-60,6-10,Cloudy,0.37,57,9,2
Richmond,CA,51-60,6-10,Cloudy,0.05,131,9,2
West Sacramento,CA,51-60,6-10,Cloudy,0.07,131,12,2
Glendale,CA,51-60,6-10,Cloudy,0.04,132,11,2
San Francisco,CA,51-60,6-10,Cloudy,0.29,133,10,2
San Francisco,CA,51-60,6-10,Cloudy,0.04,141,19,2
Newhall,CA,51-60,6-10,Cloudy,0.03,131,8,2
Sun Valley,CA,51-60,6-10,Cloudy,0.07,132,17,2
Sun Valley,CA,51-60,6-10,Cloudy,0.07,160,17,2
Torrance,CA,51-60,6-10,Cloudy,0.79,128,11,2
Los Angeles,CA,51-60,6-10,Cloudy,0.05,130,21,2
Nipomo,CA,51-60,6-10,Cloudy,0.25,24,12,2
Nipomo,CA,51-60,6-10,Cloudy,0.2,130,12,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,134,8,2
Sacramento,CA,51-60,6-10,Cloudy,1.29,98,16,2
Los Gatos,CA,51-60,6-10,Cloudy,0.26,126,17,2
Geyserville,CA,51-60,6-10,Cloudy,0.04,143,16,2
Paramount,CA,51-60,6-10,Cloudy,1.72,231,9,2
Orange,CA,61-70,6-10,Cloudy,0.01,129,12,2
Westminster,CA,61-70,6-10,Cloudy,0.11,190,13,2
Jurupa Valley,CA,61-70,6-10,Cloudy,0.07,132,15,2
Ivanhoe,CA,61-70,6-10,Cloudy,0.08,128,15,2
La Puente,CA,61-70,6-10,Cloudy,0.02,130,11,2
Alhambra,CA,61-70,6-10,Cloudy,0.01,130,14,2
Woodland Hills,CA,51-60,6-10,Thunderstorm,0.02,135,21,2
Reno,NV,31-40,6-10,Cloudy,0.29,129,12,2
Reno,NV,31-40,6-10,Cloudy,0.1,131,12,2
Carson City,NV,41-50,6-10,Cloudy,0.04,407,17,2
Aurora,OR,31-40,6-10,Cloudy,0.04,131,23,2
Hood River,OR,31-40,6-10,Cloudy,0.25,140,21,2
Drain,OR,41-50,6-10,Cloudy,0.19,137,10,2
Portland,OR,41-50,6-10,Cloudy,0.23,126,7,2
Hillsboro,OR,41-50,6-10,Cloudy,0.01,139,17,2
Portland,OR,41-50,6-10,Cloudy,0.46,17,11,2
Portland,OR,51-60,6-10,Cloudy,1.06,129,10,2
Portland,OR,51-60,6-10,Cloudy,0.26,13,18,2
Warm Springs,OR,31-40,6-10,Fair,0.1,152,14,2
La Grande,OR,41-50,6-10,Fair,0.82,228,18,2
Dayville,OR,41-50,6-10,Fair,0.05,133,13,2
Portland,OR,51-60,6-10,Fair,3,90,10,2
Banks,OR,51-60,6-10,Fair,0.83,137,14,2
Salem,OR,61-70,6-10,Fair,0.37,134,17,2
Arlington,OR,61-70,6-10,Fair,0.52,146,17,2
Portland,OR,41-50,6-10,Light Precipitation,1.94,140,16,2
Portland,OR,41-50,6-10,Light Precipitation,0.01,129,16,2
Portland,OR,41-50,6-10,Light Precipitation,0.01,130,14,2
Portland,OR,51-60,6-10,Light Precipitation,0.36,129,13,2
Portland,OR,41-50,6-10,Cloudy,0.01,132,16,2
Madras,OR,41-50,6-10,Cloudy,0.06,523,15,2
Eagle Point,OR,51-60,6-10,Cloudy,0.03,135,14,2
Portland,OR,51-60,6-10,Cloudy,0.87,156,14,2
Prospect,OR,51-60,6-10,Cloudy,0.05,129,15,2
The Dalles,OR,51-60,6-10,Cloudy,0.2,566,14,2
Bend,OR,21-30,6-10,Cloudy,0.06,130,7,2
Depoe Bay,OR,41-50,6-10,Cloudy,0.08,133,10,2
Portland,OR,51-60,6-10,Cloudy,2.45,410,12,2
Anacortes,WA,31-40,6-10,Cloudy,0.53,131,1,2
Seattle,WA,31-40,6-10,Cloudy,9.06,495,9,2
Port Orchard,WA,41-50,6-10,Cloudy,0.13,126,4,2
Tacoma,WA,41-50,6-10,Cloudy,0.25,135,10,2
Bellevue,WA,41-50,6-10,Cloudy,0.15,127,10,2
Renton,WA,41-50,6-10,Cloudy,0.69,125,18,2
Kent,WA,41-50,6-10,Cloudy,0.33,130,10,2
Seattle,WA,41-50,6-10,Fair,0.69,199,18,2
Renton,WA,51-60,6-10,Fair,0.97,53,17,2
Renton,WA,51-60,6-10,Fair,0.05,129,11,2
Renton,WA,31-40,6-10,Light Precipitation,0.07,126,8,2
Renton,WA,31-40,6-10,Light Precipitation,0.27,128,8,2
Renton,WA,31-40,6-10,Light Precipitation,0.04,135,8,2
Olympia,WA,41-50,6-10,Cloudy,1.06,139,13,2
Seattle,WA,41-50,6-10,Cloudy,0.17,128,16,2
Seattle,WA,41-50,6-10,Cloudy,0.02,129,19,2
Seattle,WA,51-60,6-10,Cloudy,0.06,128,12,2
Seattle,WA,51-60,6-10,Cloudy,0.36,132,13,2
Auburn,WA,51-60,6-10,Cloudy,0.79,23,14,2
Renton,WA,51-60,6-10,Cloudy,0.21,130,17,2
Seattle,WA,51-60,6-10,Cloudy,0.83,145,16,2
Seattle,WA,41-50,6-10,Cloudy,0.06,127,16,2
Seattle,WA,51-60,6-10,Cloudy,0.11,129,15,2
Chicago,IL,31-40,6-10,Cloudy,0.01,45,6,4
Highwood,IL,51-60,6-10,Cloudy,0.02,30,15,4
Evansville,IN,71-80,6-10,Cloudy,1.66,238,15,4
Elkton,VA,31-40,0-5,Dust/Fog/Haze/Mist,0.12,124,8,4
Orlando,FL,61-70,6-10,Fair,0.47,185,20,4
Sanford,FL,71-80,6-10,Fair,0.17,263,19,4
Deland,FL,81-90,6-10,Fair,0.3,175,16,4
Atlanta,GA,41-50,6-10,Fair,0.16,31,20,4
Senoia,GA,51-60,6-10,Fair,0.02,30,16,4
Marietta,GA,51-60,6-10,Cloudy,0.02,30,14,4
Southfield,MI,51-60,6-10,Fair,0.35,142,14,4
Burlington,NC,41-50,6-10,Fair,0.06,120,20,4
Salisbury,NC,61-70,6-10,Fair,0.38,300,14,4
Swannanoa,NC,71-80,6-10,Fair,0.07,120,15,4
Charlotte,NC,61-70,6-10,Cloudy,0.49,180,16,4
Ridgway,PA,51-60,6-10,Cloudy,5.05,123,19,4
East Berlin,PA,31-40,6-10,Fair,2.12,125,23,4
Colmar,PA,51-60,6-10,Fair,0.34,127,19,4
Pottsville,PA,41-50,6-10,Cloudy,0.92,283,19,4
Elkton,VA,31-40,6-10,Fair,0.25,123,1,4
Fredericksburg,VA,51-60,6-10,Fair,0.13,125,21,4
Ashburn,VA,51-60,6-10,Fair,0.01,127,23,4
Fredericksburg,VA,71-80,6-10,Fair,0.02,130,14,4
Alexandria,VA,81-90,6-10,Fair,0.07,129,17,4
Fairfax,VA,21-30,6-10,Fair,0.01,125,9,4
Paeonian Springs,VA,51-60,6-10,Cloudy,0.04,127,10,4
Alexandria,VA,51-60,6-10,Cloudy,0.03,127,13,4
Greeley,CO,31-40,6-10,Cloudy,0.12,141,0,4
Denver,CO,41-50,6-10,Cloudy,0.03,133,17,4
Hillsboro,OR,41-50,6-10,Cloudy,0.01,139,17,4
Anacortes,WA,31-40,6-10,Cloudy,0.53,131,1,4
Bedminster,NJ,41-50,6-10,Fair,0.85,170,9,2
Bedminster,NJ,41-50,6-10,Fair,1.06,183,9,2
Bedminster,NJ,41-50,6-10,Fair,1.11,210,9,2
Hightstown,NJ,41-50,6-10,Fair,0.03,130,13,2
Linden,NJ,41-50,6-10,Fair,0.23,130,11,2
Linden,NJ,41-50,6-10,Fair,0.23,201,11,2
North Brunswick,NJ,51-60,6-10,Fair,0.03,130,13,2
Teaneck,NJ,51-60,6-10,Fair,0.05,130,13,2
Teaneck,NJ,51-60,6-10,Fair,0.05,133,13,2
North Brunswick,NJ,51-60,6-10,Fair,0.03,142,13,2
Fair Lawn,NJ,51-60,6-10,Fair,0.14,48,17,2
Teaneck,NJ,51-60,6-10,Fair,4.34,104,17,2
Paterson,NJ,51-60,6-10,Fair,0.95,126,16,2
Lodi,NJ,51-60,6-10,Fair,0.12,129,16,2
Lodi,NJ,51-60,6-10,Fair,0.12,129,16,2
Paterson,NJ,51-60,6-10,Fair,0.95,130,16,2
South Amboy,NJ,41-50,6-10,Light Precipitation,2.51,47,7,2
South Amboy,NJ,41-50,6-10,Light Precipitation,0.93,130,7,2
Paterson,NJ,41-50,6-10,Cloudy,0.68,125,8,2
Harrison,NJ,51-60,6-10,Cloudy,0.25,127,16,2
Irvington,NJ,51-60,6-10,Cloudy,0.03,129,17,2
Irvington,NJ,51-60,6-10,Cloudy,0.03,134,17,2
Bloomington,IN,51-60,0-5,Light Precipitation,0.36,238,10,4
Columbus,GA,61-70,0-5,Cloudy,0.57,117,5,4
Boonville,NC,51-60,0-5,Cloudy,0.47,206,9,4
Hogansville,GA,71-80,6-10,Fair,0.94,71,17,4
Fairburn,GA,51-60,6-10,Cloudy,0.47,94,7,4
Glen Allen,VA,51-60,6-10,Fair,0.02,127,8,4
Pierson,FL,71-80,6-10,Fair,0.32,151,18,4
Sanford,FL,71-80,6-10,Cloudy,0.08,178,14,4
Kennesaw,GA,41-50,6-10,Fair,0.43,30,21,4
Rockmart,GA,41-50,6-10,Fair,0.04,30,2,4
Brunswick,GA,61-70,6-10,Fair,0.14,30,23,4
Elberton,GA,71-80,6-10,Fair,0.47,93,16,4
Toccoa,GA,61-70,6-10,Cloudy,0.18,30,19,4
Atlanta,GA,71-80,6-10,Cloudy,0.11,38,17,4
Perry,GA,41-50,6-10,Cloudy,0.05,30,5,4
Perry,GA,41-50,6-10,Cloudy,0.05,30,5,4
Braselton,GA,61-70,6-10,Thunderstorm,0.22,30,9,4
Manistee,MI,31-40,6-10,Fair,0.12,130,22,4
Manistee,MI,31-40,6-10,Fair,0.5,259,22,4
Fairmont,NC,31-40,6-10,Fair,0.48,300,2,4
Erwin,NC,31-40,6-10,Fair,0.1,120,7,4
Erwin,NC,31-40,6-10,Fair,0.11,120,7,4
Greenville,NC,41-50,6-10,Fair,0.68,120,1,4
Graham,NC,61-70,6-10,Fair,0.13,180,13,4
Albemarle,NC,61-70,6-10,Fair,0.1,180,21,4
China Grove,NC,61-70,6-10,Fair,0.35,130,17,4
Oxford,NC,41-50,6-10,Cloudy,0.38,60,6,4
Apex,NC,61-70,6-10,Cloudy,0.07,120,9,4
Hammonton,NJ,41-50,6-10,Cloudy,0.05,134,15,4
Liverpool,NY,21-30,6-10,Cloudy,0.07,132,22,4
Mount Wolf,PA,41-50,6-10,Cloudy,1.03,1266,5,4
Osterburg,PA,51-60,6-10,Light Precipitation,1.01,124,10,4
Osterburg,PA,51-60,6-10,Light Precipitation,5.41,127,10,4
Evington,VA,41-50,6-10,Fair,0.08,125,0,4
Elliston,VA,41-50,6-10,Fair,0.08,129,21,4
Crozet,VA,61-70,6-10,Fair,0.07,125,11,4
Nickelsville,VA,41-50,6-10,Light Precipitation,0.01,125,14,4
Nickelsville,VA,41-50,6-10,Light Precipitation,0.01,125,14,4
Kremmling,CO,31-40,0-5,Heavy Precipitation,0.53,126,14,4
Vail,CO,21-30,0-5,Light Precipitation,0.31,127,2,4
Sedona,AZ,31-40,0-5,Light Precipitation,0.14,128,8,4
Chino Valley,AZ,41-50,6-10,Fair,0.15,178,22,4
Golden,CO,31-40,6-10,Cloudy,0.02,130,21,4
Golden,CO,31-40,6-10,Cloudy,0.04,130,21,4
Evergreen,CO,(-)9-0,6-10,Fair,0.34,139,1,4
Aurora,CO,21-30,6-10,Fair,0.22,137,22,4
Colorado City,CO,31-40,6-10,Fair,0.33,131,0,4
Loveland,CO,41-50,6-10,Fair,0.02,131,11,4
Lamar,CO,61-70,6-10,Fair,1.12,146,12,4
Trinidad,CO,51-60,6-10,Fair,0.19,134,13,4
Trinidad,CO,51-60,6-10,Fair,0.19,134,13,4
Wilton,CA,51-60,6-10,Cloudy,1.07,128,15,4
Hawthorne,NV,41-50,6-10,Light Precipitation,0.11,132,16,4
Hawthorne,NV,41-50,6-10,Light Precipitation,0.17,132,16,4
Sheridan,OR,31-40,6-10,Fair,0.09,124,19,4
Raleigh,NC,21-30,6-10,Fair,0.52,240,6,2
Rockingham,NC,31-40,6-10,Fair,0.31,60,3,2
Garysburg,NC,31-40,6-10,Fair,4.14,169,5,2
Garysburg,NC,31-40,6-10,Fair,4.15,30,6,2
Raleigh,NC,61-70,6-10,Fair,0.59,120,4,2
Concord,NC,61-70,6-10,Fair,2.37,180,0,2
Charlotte,NC,71-80,6-10,Fair,0.78,60,22,2
Charlotte,NC,61-70,6-10,Cloudy,0.14,180,18,2
Charlotte,NC,71-80,6-10,Cloudy,0.01,180,17,2
Charlotte,NC,71-80,6-10,Cloudy,0.01,180,17,2
Jersey City,NJ,41-50,6-10,Fair,0.54,103,17,2
Bronx,NY,41-50,6-10,Cloudy,0.9,152,5,2
Oakdale,NY,31-40,6-10,Cloudy,0.18,136,7,2
Allentown,PA,51-60,6-10,Cloudy,0.25,131,18,2
Cross Fork,PA,21-30,6-10,Fair,1.17,127,9,2
Philadelphia,PA,31-40,6-10,Fair,0.39,131,8,2
Philadelphia,PA,31-40,6-10,Fair,2.65,141,7,2
Pittsburgh,PA,31-40,6-10,Fair,1.84,179,7,2
East Berlin,PA,31-40,6-10,Fair,2.12,125,23,2
Camp Hill,PA,41-50,6-10,Fair,0.33,127,7,2
Carlisle,PA,41-50,6-10,Fair,0.2,126,16,2
Bridgeville,PA,51-60,6-10,Fair,0.2,124,18,2
Easton,PA,51-60,6-10,Fair,1.47,127,16,2
Pittsburgh,PA,51-60,6-10,Fair,0.03,126,17,2
Lemoyne,PA,51-60,6-10,Fair,0.58,126,16,2
Conshohocken,PA,51-60,6-10,Fair,2.02,125,18,2
State College,PA,21-30,6-10,Cloudy,0.02,128,13,2
Harrisburg,PA,41-50,6-10,Cloudy,0.11,127,11,2
Pittsburgh,PA,51-60,6-10,Cloudy,4.69,170,16,2
Stony Point,NY,51-60,6-10,Cloudy,0.11,131,20,2
Stony Point,NY,51-60,6-10,Cloudy,0.11,158,20,2
Patton,PA,31-40,6-10,Cloudy,0.37,126,6,2
Patton,PA,31-40,6-10,Cloudy,0.37,126,6,2
Lithonia,GA,61-70,6-10,Fair,1.02,33,6,2
Lithonia,GA,61-70,6-10,Fair,4.35,65,6,2
Atlanta,GA,61-70,6-10,Fair,5.15,825,7,2
Kennesaw,GA,61-70,6-10,Light Precipitation,0.6,14,6,2
Davisburg,MI,41-50,6-10,Light Precipitation,0.54,129,22,2
Charlotte,NC,21-30,6-10,Fair,0.21,60,6,2
Egg Harbor City,NJ,51-60,6-10,Light Precipitation,0.35,129,22,2
Egg Harbor City,NJ,51-60,6-10,Light Precipitation,1.03,132,22,2
Southington,CT,31-40,6-10,Cloudy,0.33,125,2,2
Southington,CT,31-40,6-10,Cloudy,0.33,177,2,2
Westport,CT,41-50,6-10,Cloudy,0.79,130,20,2
Westport,CT,41-50,6-10,Cloudy,0.95,157,20,2
Hamden,CT,41-50,6-10,Cloudy,0.78,128,20,2
Hamden,CT,41-50,6-10,Cloudy,0.78,131,20,2
Hamden,CT,41-50,6-10,Cloudy,0.78,179,20,2
Plantsville,CT,11-20,6-10,Fair,1.57,186,4,2
Plantsville,CT,21-30,6-10,Fair,0.13,127,5,2
Plantsville,CT,21-30,6-10,Fair,0.13,132,5,2
Plantsville,CT,21-30,6-10,Fair,0.27,187,5,2
Plantsville,CT,21-30,6-10,Fair,1.18,194,5,2
Plantsville,CT,21-30,6-10,Fair,1.31,233,4,2
Plantsville,CT,21-30,6-10,Fair,1.03,260,4,2
Plantsville,CT,21-30,6-10,Fair,1.24,265,4,2
Stratford,CT,31-40,6-10,Fair,3.32,290,5,2
Hamden,CT,41-50,6-10,Fair,0.32,131,5,2
Stratford,CT,41-50,6-10,Fair,0.08,129,23,2
Bridgeport,CT,41-50,6-10,Fair,0.85,34,21,2
Bridgeport,CT,41-50,6-10,Fair,0.73,132,21,2
Torrington,CT,51-60,6-10,Fair,0.15,137,20,2
New Britain,CT,41-50,6-10,Light Precipitation,0.14,132,20,2
New Britain,CT,41-50,6-10,Light Precipitation,0.83,157,20,2
New Britain,CT,41-50,6-10,Light Precipitation,0.14,175,20,2
New Britain,CT,41-50,6-10,Light Precipitation,0.14,176,20,2
Stamford,CT,41-50,6-10,Cloudy,0.71,30,20,2
Stamford,CT,41-50,6-10,Cloudy,0.7,129,20,2
Jacksonville,FL,51-60,6-10,Cloudy,0.29,88,20,2
Orlando,FL,61-70,6-10,Fair,0.7,70,20,2
Orlando,FL,61-70,6-10,Fair,0.47,306,20,2
Ocala,FL,61-70,6-10,Fair,0.04,97,22,2
Ocala,FL,61-70,6-10,Fair,0.04,97,22,2
Ocala,FL,61-70,6-10,Fair,0.28,97,22,2
Ocala,FL,61-70,6-10,Fair,0.35,97,22,2
Detroit,MI,21-30,6-10,Fair,0.06,133,3,2
Huntington Woods,MI,31-40,6-10,Fair,0.38,13,2,2
Dunn,NC,51-60,6-10,Cloudy,1.46,300,4,2
Halifax,NC,41-50,6-10,Fair,0.08,120,21,2
Halifax,NC,41-50,6-10,Fair,0.16,120,21,2
San Francisco,CA,51-60,6-10,Fair,0.03,135,17,2
Cantil,CA,51-60,6-10,Fair,0.01,131,15,2
San Jose,CA,51-60,6-10,Fair,0.65,155,18,2
Burbank,CA,51-60,6-10,Fair,0.04,131,9,2
Brisbane,CA,51-60,6-10,Fair,0.02,171,15,2
Fair Oaks,CA,51-60,6-10,Fair,0.01,130,15,2
Citrus Heights,CA,51-60,6-10,Fair,0.01,134,16,2
Los Angeles,CA,61-70,6-10,Fair,0.01,132,15,2
Isleton,CA,41-50,6-10,Light Precipitation,0.06,125,5,2
Gilroy,CA,41-50,6-10,Light Precipitation,0.05,127,21,2
Isleton,CA,41-50,6-10,Light Precipitation,0.06,130,5,2
Sacramento,CA,41-50,6-10,Light Precipitation,0.03,134,17,2
Oxnard,CA,41-50,6-10,Light Precipitation,0.06,138,6,2
Santa Cruz,CA,41-50,6-10,Light Precipitation,0.33,25,8,2
Los Angeles,CA,41-50,6-10,Light Precipitation,0.09,128,8,2
Watsonville,CA,41-50,6-10,Light Precipitation,0.13,131,8,2
Aromas,CA,41-50,6-10,Light Precipitation,0.05,128,9,2
Tulare,CA,41-50,6-10,Light Precipitation,0.5,129,1,2
San Lorenzo,CA,41-50,6-10,Light Precipitation,0.06,143,21,2
Castro Valley,CA,41-50,6-10,Light Precipitation,0.02,203,20,2
Oakland,CA,41-50,6-10,Light Precipitation,0.6,43,23,2
Tulare,CA,41-50,6-10,Light Precipitation,0.01,128,23,2
Orinda,CA,41-50,6-10,Light Precipitation,0.33,129,6,2
Berkeley,CA,41-50,6-10,Light Precipitation,0.06,130,8,2
Stockton,CA,41-50,6-10,Light Precipitation,0.02,130,6,2
Temecula,CA,41-50,6-10,Light Precipitation,0.05,130,9,2
Orinda,CA,41-50,6-10,Light Precipitation,0.33,162,6,2
Elk Grove,CA,41-50,6-10,Light Precipitation,0.01,129,4,2
Escondido,CA,41-50,6-10,Light Precipitation,0.1,131,4,2
Oakland,CA,41-50,6-10,Light Precipitation,0.01,132,23,2
Los Angeles,CA,41-50,6-10,Light Precipitation,0.03,135,7,2
San Mateo,CA,41-50,6-10,Light Precipitation,0.72,147,6,2
Van Nuys,CA,41-50,6-10,Light Precipitation,9.69,317,7,2
La Puente,CA,41-50,6-10,Light Precipitation,0.02,136,6,2
Los Angeles,CA,41-50,6-10,Light Precipitation,5.67,284,5,2
Goleta,CA,51-60,6-10,Light Precipitation,0.22,130,18,2
Fresno,CA,51-60,6-10,Light Precipitation,0.04,137,16,2
Culver City,CA,51-60,6-10,Light Precipitation,0.04,139,19,2
Oakhurst,CA,51-60,6-10,Light Precipitation,0.03,126,15,2
Perris,CA,51-60,6-10,Light Precipitation,0.04,129,11,2
Modesto,CA,51-60,6-10,Light Precipitation,0.03,131,9,2
Castro Valley,CA,51-60,6-10,Light Precipitation,0.17,132,18,2
Bakersfield,CA,51-60,6-10,Light Precipitation,0.04,130,17,2
Boonville,CA,51-60,6-10,Light Precipitation,0.02,132,17,2
Coalinga,CA,51-60,6-10,Light Precipitation,0.14,133,22,2
Anaheim,CA,51-60,6-10,Light Precipitation,0.76,151,3,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.01,127,1,2
Glendale,CA,51-60,6-10,Light Precipitation,0.15,128,14,2
Santa Barbara,CA,51-60,6-10,Light Precipitation,0.23,129,19,2
Glendale,CA,51-60,6-10,Light Precipitation,0.15,130,14,2
Huntington Park,CA,51-60,6-10,Light Precipitation,0.02,131,13,2
Los Angeles,CA,51-60,6-10,Light Precipitation,7.41,411,13,2
Burbank,CA,51-60,6-10,Light Precipitation,0.02,130,17,2
Sun Valley,CA,51-60,6-10,Light Precipitation,0.02,130,18,2
Perris,CA,51-60,6-10,Light Precipitation,0.06,130,14,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.78,173,10,2
Stockton,CA,61-70,6-10,Light Precipitation,0.02,131,2,2
Lafayette,CA,51-60,6-10,Light Precipitation,0.15,134,15,2
Palmdale,CA,31-40,6-10,Light Precipitation,0.01,131,22,2
Nevada City,CA,31-40,6-10,Cloudy,0.19,126,12,2
Orick,CA,31-40,6-10,Cloudy,0.02,128,0,2
Fontana,CA,41-50,6-10,Cloudy,1.37,152,6,2
Mill Valley,CA,41-50,6-10,Cloudy,0.52,130,7,2
El Dorado,CA,41-50,6-10,Cloudy,0.03,133,11,2
Menlo Park,CA,41-50,6-10,Cloudy,0.06,133,6,2
Burbank,CA,41-50,6-10,Cloudy,0.02,135,8,2
San Jose,CA,41-50,6-10,Cloudy,0.84,141,6,2
Oakland,CA,41-50,6-10,Cloudy,0.35,17,22,2
Martinez,CA,41-50,6-10,Cloudy,0.54,147,4,2
Santa Clara,CA,41-50,6-10,Cloudy,0.16,129,6,2
Riverside,CA,41-50,6-10,Cloudy,0.02,126,0,2
Carmichael,CA,41-50,6-10,Cloudy,0.01,127,2,2
Mc Farland,CA,41-50,6-10,Cloudy,0.46,131,21,2
Sacramento,CA,41-50,6-10,Cloudy,0.03,132,7,2
Palo Alto,CA,41-50,6-10,Cloudy,0.72,133,7,2
Cotati,CA,41-50,6-10,Cloudy,0.03,136,13,2
Sacramento,CA,41-50,6-10,Cloudy,0.01,147,2,2
Folsom,CA,41-50,6-10,Cloudy,0.05,168,8,2
Los Angeles,CA,41-50,6-10,Cloudy,2.48,913,5,2
Los Angeles,CA,41-50,6-10,Cloudy,0.65,20,7,2
Vista,CA,41-50,6-10,Cloudy,1.1,24,4,2
Shaver Lake,CA,41-50,6-10,Cloudy,0.01,128,10,2
Los Angeles,CA,41-50,6-10,Cloudy,0.13,129,2,2
Fallbrook,CA,41-50,6-10,Cloudy,0.05,133,7,2
Madera,CA,41-50,6-10,Cloudy,0.05,174,21,2
Berkeley,CA,41-50,6-10,Cloudy,1.14,197,1,2
Oakland,CA,41-50,6-10,Cloudy,0.64,34,5,2
North Hollywood,CA,41-50,6-10,Cloudy,0.02,130,10,2
San Francisco,CA,41-50,6-10,Cloudy,0.07,132,7,2
Fresno,CA,41-50,6-10,Cloudy,0.01,134,8,2
Oakland,CA,41-50,6-10,Cloudy,0.21,134,4,2
Atwater,CA,41-50,6-10,Cloudy,0.06,140,16,2
Los Angeles,CA,41-50,6-10,Cloudy,0.79,140,10,2
Sacramento,CA,41-50,6-10,Cloudy,0.04,143,8,2
Los Angeles,CA,51-60,6-10,Cloudy,0.04,128,9,2
Eureka,CA,51-60,6-10,Cloudy,0.06,129,10,2
Ontario,CA,51-60,6-10,Cloudy,0.02,129,13,2
Montrose,CA,51-60,6-10,Cloudy,0.02,131,18,2
Irvine,CA,51-60,6-10,Cloudy,0.01,132,7,2
Madera,CA,51-60,6-10,Cloudy,0.13,133,7,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,134,8,2
Oakland,CA,51-60,6-10,Cloudy,0.01,134,1,2
San Francisco,CA,51-60,6-10,Cloudy,0.03,134,8,2
Los Angeles,CA,51-60,6-10,Cloudy,0.01,139,8,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,139,8,2
Santa Cruz,CA,51-60,6-10,Cloudy,0.15,23,14,2
Dublin,CA,51-60,6-10,Cloudy,0.4,127,10,2
Copperopolis,CA,51-60,6-10,Cloudy,0.02,130,16,2
San Bruno,CA,51-60,6-10,Cloudy,0.03,130,10,2
